0.0011806,0.0012137,0.001208,0.0012018,1071.2,1046.8,1048.8,1055,1180.7,1552.3,1462.3,1755.1,129.13,156.47,149.55,164.05,0.60938,0.69769,0.66317,0.73551,0.6878,0.73718,0.72884,0.7633,5.531,3.7235,4.3299,3.2685,0.00076172,0.00086877,0.00085176,0.00087827,0.0079293,0.0052889,0.0061704,0.0046729,778.89,795.98,788.88,839.12,4806.8,3260.5,3810,2836.1,-1
0.0011074,0.0011191,0.0011162,0.0011086,1039.5,1033.2,1037.9,1042,2061.9,2842.8,2272.4,2941.2,263.08,315.76,279.55,314.64,1.0106,1.1755,0.68619,1.1867,0.66175,0.72254,0.68387,0.73179,5.4466,3.5958,5.2113,3.5777,0.00072096,0.00080488,0.00075957,0.00080213,0.0062225,0.0040854,0.0059596,0.0041147,690.72,744.43,709.54,766.11,5627.8,3720.7,5336.2,3671.1,-1
0.00083757,0.00081666,0.00081315,0.00081586,1474.2,1506.5,1512.1,1509.2,3152.7,4917.1,3974.4,4650.5,502.86,665.5,591.13,649,1.3372,1.6437,0.83012,1.5989,0.61612,0.69902,0.66914,0.68952,8.0724,4.8277,7.1607,5.051,0.00053438,0.00058199,0.00054801,0.00057235,0.0058211,0.0035602,0.0052712,0.0037539,871.63,1030.4,1000.5,1020.1,13398,7915.7,11760,8232.1,-1
0.00095856,0.00095719,0.00095885,0.0009576,1173.5,1181.1,1182.6,1181.2,989.97,1348.5,1125.3,1439.7,181.1,222.81,203.65,227.54,0.63883,0.74565,0.52334,0.76793,0.65301,0.70621,0.67653,0.71998,6.3428,4.1508,5.5416,3.7508,0.00062113,0.00066872,0.0006455,0.00068695,0.0061858,0.0040184,0.0054461,0.0036686,761.77,836.36,800.78,846.97,7517.2,4942.6,6486,4416.6,-1
0.0011994,0.0011965,0.0012124,0.0012175,998.09,1001.8,989.75,984.42,930.8,1843,1685,1831.8,142.71,193,185.76,197.96,0.37485,1.1008,1.0584,1.1107,0.61956,0.75923,0.74056,0.75332,7.307,3.4122,3.7966,3.2234,0.00070444,0.00086837,0.00086572,0.00088365,0.010184,0.0048303,0.0052787,0.0044364,641.78,785.93,751.5,760.29,6421.8,2951.4,3344,2882.6,-1
0.0014747,0.0014785,0.0014617,0.0014841,907.2,910.03,921.85,900.22,955.55,1267.9,971.25,1291.4,84.396,96.008,85.029,99.075,0.55244,0.62579,0.51733,0.64195,0.7036,0.76095,0.70291,0.7582,6.1534,4.336,5.7433,3.9587,0.00096818,0.0010462,0.00095338,0.0010464,0.012855,0.0089774,0.012025,0.0081929,665.58,725.56,684.4,712.31,4015.4,2846.9,3709.8,2642.7,-1
0.0010639,0.0010891,0.0010744,0.001079,1052.4,1030.9,1047.2,1042.6,1349.8,1838.2,1915,2202.7,209.68,258.58,247.84,264.34,0.62328,0.82461,0.81211,0.87461,0.62926,0.68297,0.70539,0.72909,6.9658,4.6168,5.2285,4.1112,0.00063594,0.00072685,0.00073766,0.0007595,0.0084884,0.0055425,0.00643,0.004951,690.74,718.33,757.64,784.16,6435.4,4334.7,4768.1,3825.2,-1
0.00069438,0.00069398,0.00069061,0.0006902,1543.1,1545.4,1549,1549.5,962,1661.6,1292.4,1526.8,173.58,232.5,205.96,221.58,0.60274,0.7744,0.59115,0.74058,0.60094,0.70366,0.66114,0.68918,8.6527,4.5661,6.8653,5.4312,0.00041391,0.00048667,0.00045318,0.00047122,0.0060039,0.0031803,0.0048024,0.0037959,932.69,1090.7,1030.1,1075.3,13340,7006.4,10529,8335.2,-1
0.00088866,0.00089405,0.000905,0.00090704,1271.6,1268.4,1251.7,1249.8,1081,2171.3,1680.9,1809.5,154.09,211.8,187.58,196.83,0.43644,1.1045,0.98295,1.0179,0.63237,0.77612,0.72432,0.73861,6.4981,2.9823,4.2188,3.7893,0.00053994,0.00067602,0.0006433,0.0006593,0.006319,0.0029156,0.0040201,0.0036029,825.02,1001.7,914.96,930.6,7700.1,3504.5,5100.8,4598,-1
0.00098445,0.00097772,0.00096727,0.00097321,1204.6,1218.1,1235.2,1232.2,1347.9,2242,1468.8,1486.7,138.67,173.65,141.66,145.58,0.78562,0.98782,0.57632,0.82537,0.64937,0.75019,0.67151,0.6656,5.797,3.1477,5.7232,5.0646,0.00064022,0.00073206,0.0006455,0.00064561,0.0054634,0.0030182,0.0055825,0.0049553,768.15,904.97,828.63,817.41,7602,4065.4,7231.8,6359.4,-1
0.00085785,0.00086935,0.00086003,0.00085976,1255.6,1238.1,1252.8,1253.4,1377.9,1874.1,1443,1851.7,218.41,274.98,242.11,267.39,0.74731,0.86841,0.59152,0.86548,0.69701,0.7543,0.69865,0.75098,5.0546,3.2482,4.4447,3.2903,0.00058165,0.00064812,0.00058813,0.0006324,0.0045146,0.0028803,0.0039841,0.0029713,897.94,943.9,892.96,959.73,6109.8,3963.7,5348.6,3925,-1
0.0010237,0.0010174,0.001019,0.0010289,1151.2,1165.6,1165.5,1156.6,701.13,1150.3,848.76,780.21,79.842,104.35,90.107,89.567,0.37908,0.7111,0.62068,0.60638,0.67236,0.76201,0.70062,0.67732,6.7724,3.3572,4.8704,5.063,0.00066834,0.00075014,0.0006921,0.00068188,0.0072274,0.0036671,0.0053637,0.0054374,786.77,909.14,837.74,796.29,7795.2,3735.6,5366.7,5711.4,-1
0.0019135,0.0019294,0.0019242,0.0019271,627.49,626.08,631.59,626.8,1045.6,1224.3,978.97,1619,151.19,162.53,142.46,181.99,0.67392,0.72131,0.47357,0.81019,0.65115,0.68366,0.65456,0.74341,5.8719,4.9734,7.8758,3.7088,0.0011845,0.001272,0.0012374,0.0013712,0.013312,0.011181,0.01815,0.0083148,422.31,439.41,420.8,482.57,3166.2,2681.3,4109.4,2019.7,-1
0.0011281,0.0011307,0.0011252,0.0011196,1058.2,1065.8,1069.7,1075,1009.9,1606.2,1445.8,1577,136.15,177.99,162.34,165.95,0.50956,0.79484,0.74457,0.78193,0.62426,0.7023,0.68896,0.70192,8.1988,4.1564,5.1651,4.4671,0.00067585,0.00076526,0.00075282,0.00075745,0.0097447,0.0050021,0.0063667,0.0055212,673.06,766.42,749.36,771.24,8670.3,4311.5,5211.4,4494.1,-1
0.0010101,0.0010158,0.0010272,0.0010129,1120.9,1116.7,1100.5,1119.1,859.44,1310.8,1133.6,1426.8,122.56,146.29,140.44,152.52,0.52989,0.64762,0.60541,0.684,0.62301,0.71401,0.6862,0.72417,6.5423,4.287,5.119,3.5605,0.00060744,0.00070904,0.00069359,0.00071216,0.0070305,0.0046616,0.0054557,0.0038661,719.44,813.52,766.17,832.44,6987.8,4477.5,5520,3740.8,-1
0.00098785,0.00099852,0.0010066,0.0010005,1181.7,1169.5,1164,1170.9,1158.2,2141.5,1545.3,1684.3,156.13,207.26,173.55,183.71,0.58566,0.86708,0.74807,0.77611,0.62878,0.75541,0.68978,0.70786,6.0428,3.1333,4.7156,4.3411,0.0006042,0.00073788,0.00068706,0.00069399,0.0065205,0.0033261,0.0049587,0.0045705,754.74,894.41,808.29,840.14,6644.4,3514.6,5324.7,4893.7,-1
0.0012546,0.0012791,0.0012878,0.0012802,994.09,970.77,963.26,974.09,756.3,1145.8,954.16,1189.8,99.046,125.59,114.67,125.49,0.46673,0.62249,0.57115,0.63225,0.66239,0.7447,0.70896,0.75311,5.8737,3.6396,4.6673,3.4519,0.00077503,0.00091311,0.00088685,0.00091786,0.0087275,0.0054327,0.0069513,0.0050879,699.55,747.91,696.19,766.91,4806.8,2984.3,3830.3,2859,-1
0.0010077,0.0010054,0.0010114,0.00099955,1124.8,1133.7,1129.2,1136.6,1143.7,1559.2,1028.5,1733.9,145.03,166.89,140.9,174.66,0.84856,0.98678,0.4205,1.0243,0.65931,0.7152,0.62889,0.74111,5.8109,3.8082,5.965,3.5465,0.0006469,0.00070727,0.00063072,0.00072608,0.0059222,0.0039554,0.0061509,0.0037262,753.93,821.32,717.06,853.79,6600.7,4233.1,6684.3,3908.3,-1
0.0012763,0.001289,0.0012885,0.0013024,1211,1211.8,1209.1,1200.5,1909.2,2544.5,1938.8,2375.6,127.09,152.55,134.45,148.17,0.84162,0.96354,0.67771,0.93466,0.76146,0.81888,0.7625,0.8042,3.6636,2.4526,3.5311,2.6581,0.00092352,0.0010165,0.00094263,0.001013,0.0053901,0.0036657,0.0051054,0.0038857,933.82,1001.6,934.93,970.21,4235.9,2773,4165.3,3063.7,-1
0.0017961,0.0018201,0.0018233,0.0018634,836,840.36,838.53,806.88,1261.1,1631.3,1402.2,1803.8,104.88,120.49,111.04,128.33,0.62776,0.70749,0.65211,0.7261,0.70576,0.75615,0.73035,0.78419,4.5146,3.2244,4.2163,3.1367,0.001159,0.0012665,0.0012412,0.001385,0.010056,0.0070436,0.0092629,0.0067397,622.85,677.06,647.53,649.72,3361.4,2393.2,3113.8,2440.3,-1
0.0015937,0.0016334,0.001644,0.0016291,893.59,868.01,865.48,879.08,1593.6,2263,1640.1,1901.4,134.05,162.55,144.16,149.91,0.84896,0.9974,0.59252,0.93047,0.72689,0.7974,0.72359,0.75758,4.2018,2.6298,3.6261,3.2085,0.0010698,0.0012355,0.0011315,0.001162,0.0083,0.0051253,0.0070042,0.0062216,693.68,723.89,656.79,706.3,2914.3,1887.1,2635.4,2278.2,-1
0.0012809,0.0012789,0.0012751,0.0012837,1110.6,1121.5,1114.4,1113.9,2112,2970.7,2117.5,2558.6,139.13,166.35,145.94,158.93,0.86979,1.0194,0.74677,0.96334,0.72516,0.79278,0.72078,0.75766,4.3022,2.755,4.176,3.1707,0.00090989,0.00099504,0.00090239,0.00095873,0.0054904,0.0035326,0.0054418,0.0040627,799.73,886.73,799.82,837.31,5184.1,3284.5,5039.1,3812.3,-1
0.0014237,0.0014179,0.0014489,0.001492,1112.2,1132.6,1113.9,1087.7,1431.9,1463.7,1216.4,1917,83.344,86.093,81.21,101.12,0.78493,0.80545,0.50041,0.90411,0.77609,0.77483,0.73445,0.83352,3.4973,3.2119,3.8973,2.3002,0.0010159,0.001011,0.00098491,0.0011799,0.0066245,0.0062815,0.0073003,0.0041967,884.09,908.62,843.71,919.15,3359.4,2928.4,3722.8,2278.6,-1
0.0015151,0.0015342,0.0015447,0.0015219,812.65,802.56,798.36,809.32,1183.1,1491.5,1252.3,1767.1,167.9,196.43,177.94,205,0.67694,0.76415,0.56319,0.82052,0.62829,0.66469,0.63912,0.70056,8.219,5.8723,7.9506,4.8554,0.00091164,0.0009974,0.00097248,0.0010297,0.014518,0.010439,0.013628,0.0085623,521.3,536.18,513.08,576.14,5989.4,4281.9,6056.4,3561.5,-1
0.0015691,0.0016225,0.0016022,0.0016063,858.48,841.1,858.38,847.95,1294.1,1469.9,1255.6,1702.9,124.05,147.96,129.95,153.26,0.6503,0.70337,0.57902,0.74628,0.7301,0.74821,0.72353,0.78102,4.6575,3.6495,4.7209,3.096,0.0010505,0.0011483,0.0010897,0.001176,0.0092442,0.0071292,0.0092042,0.006088,667.81,662.33,660.89,701.28,3072.2,2454.5,3163.5,2063.3,-1
0.0013711,0.0013804,0.001396,0.0013915,890.02,881.06,867.97,874.23,839.08,1319.9,1057.3,1277,89.784,113.2,102.19,110.74,0.57719,0.70313,0.5057,0.6975,0.69992,0.79459,0.74763,0.78465,4.5674,2.6951,3.6626,2.7545,0.00090595,0.0010479,0.0010085,0.0010542,0.0072773,0.0043225,0.0058125,0.0044217,657.51,729.52,668.02,709.41,3429.1,2016.8,2792.4,2065.9,-1
0.00093942,0.00092716,0.00092326,0.00092775,1264.5,1286.6,1288.4,1284.1,1123.2,1696.5,1337.8,1704.6,116.27,145.19,132.78,148.77,0.55073,0.77207,0.69742,0.78447,0.68605,0.76669,0.71622,0.76236,5.2705,3.1124,4.0814,2.8407,0.00063682,0.00069747,0.00064904,0.00069578,0.0049173,0.0030045,0.0039253,0.0027484,865.89,994.56,928.54,983.14,6937.4,3950.7,5207.3,3601.8,-1
0.001082,0.0010645,0.0010664,0.001078,1061.2,1078.7,1083.7,1071.4,1479.6,1993.9,1741.9,2155.5,159.57,184.55,168.48,188.13,0.64042,0.82631,0.77831,0.85168,0.71168,0.76765,0.73946,0.78575,4.4775,2.9183,3.4876,2.7123,0.00075767,0.00079882,0.00077252,0.00083506,0.0049312,0.0033552,0.0039952,0.0030672,763.87,843.09,817.21,853.59,4737.8,2947.9,3494.1,2768.2,-1
0.0010201,0.0010412,0.0010455,0.0010408,1170.8,1160,1147.1,1155.3,884.43,1259.4,1293,1482.5,87.664,105.7,103.6,112.51,0.38291,0.85714,0.85193,0.9122,0.70188,0.76728,0.78014,0.80625,4.8574,2.7977,2.9694,2.3768,0.00068897,0.00077781,0.00079247,0.000816,0.0058883,0.003234,0.0033597,0.0027396,839.31,905.65,908.35,944.43,5053.8,3001.5,3304.1,2572.2,-1
0.0011772,0.0011681,0.0011492,0.0011756,1231.9,1265.8,1274.3,1254.8,1261.8,1756.7,1586.5,1913.2,112.8,141.07,128.57,144.19,0.51755,0.86102,0.8136,0.89063,0.71306,0.77658,0.75968,0.79596,4.959,3.1312,3.8231,2.8935,0.00081439,0.00087379,0.0008337,0.00090599,0.0061209,0.0039366,0.004934,0.0036341,865.4,989.87,980.61,1000.5,6559.4,3991.2,4828.8,3723.5,-1
0.0014515,0.001469,0.0014491,0.0014748,963.69,959.01,970.95,963.97,1834,2181.1,1974,2305.9,121.31,133.74,125.19,138.43,0.79279,0.86635,0.70107,0.88702,0.77441,0.80653,0.78947,0.81878,3.3717,2.5499,3.2252,2.3686,0.0010715,0.0011411,0.0011005,0.0011724,0.0056528,0.0042147,0.0055767,0.0039462,763.24,787.61,783.89,803.13,3002.9,2297.5,2789.9,2082.4,-1
0.001161,0.0011918,0.0011664,0.0011608,1071.5,1053.1,1073.9,1078.9,1258,1453.5,1084.8,1613.8,97.986,107.09,94.915,111.82,0.625,0.67606,0.56484,0.70368,0.77787,0.80311,0.73284,0.82761,3.458,2.6281,3.4892,2.3846,0.00086556,0.00093434,0.00082025,0.00092519,0.0045014,0.0033137,0.0045615,0.0031712,855.99,860.91,811.45,917.34,3375.3,2645,3381.8,2257.5,-1
0.001377,0.001379,0.0013813,0.0013836,843.8,846.41,845.21,843.01,1584.5,2393.7,1951.6,2480.3,195.44,229.4,208.45,232.47,0.85501,1.0133,0.66822,1.0255,0.67433,0.76474,0.72312,0.77412,4.358,2.8603,3.7562,2.7627,0.00091187,0.001041,0.00099425,0.001061,0.0062262,0.004106,0.0054831,0.0039499,574.7,654.11,613.39,656.93,3598.7,2342.5,3026.8,2275.7,-1
0.00088062,0.00088516,0.00089146,0.00088894,1506.6,1519.9,1510,1507.1,1573.4,1918,1612.9,2129.4,124.26,140.52,131.35,148.3,0.75331,0.83854,0.64258,0.87808,0.73121,0.76435,0.72723,0.78634,4.4532,3.2547,3.904,2.8439,0.00060827,0.00064529,0.00062067,0.00066604,0.0045966,0.0034218,0.0040296,0.0029617,1152.2,1217.1,1146.7,1239.3,5723.3,4006.2,4917.9,3577.4,-1
0.0010561,0.0010579,0.0010411,0.0010419,1144,1138.8,1159.7,1162.7,1240,1551.8,1673.9,2273.9,147,169.56,169.45,193.6,0.57549,0.78711,0.80707,0.92339,0.63551,0.67769,0.69618,0.75962,6.2495,4.9325,4.6943,3.2794,0.00066888,0.00071592,0.00071587,0.00078246,0.0066457,0.0053282,0.0051489,0.003584,718.94,764.03,807.07,883.37,7264.8,5754.7,5314.9,3703.4,-1
0.00086876,0.00088883,0.00087956,0.00088697,1375.5,1333,1354.3,1341.4,1113.6,1698.8,1519.3,1643,155.87,206,188.88,204.74,0.46802,0.9204,0.87529,0.91008,0.68232,0.76602,0.74306,0.75768,4.9394,2.9539,3.4173,3.0172,0.00056235,0.00065942,0.00062847,0.00065137,0.0048349,0.0028371,0.003331,0.0029088,998.66,1063,1056.5,1059.7,5708.3,3528.9,3968.9,3563.5,-1
0.00098347,0.00099413,0.00099041,0.00097952,1279.1,1285.7,1297.5,1307.7,1926.1,2490.1,2018.7,2613.7,159.18,184.63,168.11,182.49,0.89976,1.0173,0.66067,1.0351,0.74553,0.79573,0.74801,0.80756,4.592,2.9991,3.7434,2.8504,0.00070836,0.00077768,0.0007267,0.00077332,0.0039455,0.0026948,0.0033902,0.0026671,969.82,1027.1,982.98,1060.5,8971.7,5380.4,6640,4859,-1
